vacancy_id,date_posted,profession,experience_level,region,work_format,company_size,key_skills,salary_from_rub,salary_to_rub,currency
104695,2025-07-23,ML Engineer,Senior,Екатеринбург,Офис,Малая (50-250),"Docker, Git, MLflow, Python, TensorFlow",147000,194000,RUB
104983,2025-07-23,QA Engineer,Middle,Санкт-Петербург,Офис,Малая (50-250),"Git, Manual Testing, Python, Selenium",73000,92000,RUB
103920,2025-07-23,Backend Developer,Junior,Удалённо (Россия),Гибрид,Малая (50-250),"Docker, Git, REST API",41000,48000,RUB
102464,2025-07-24,Data Analyst,Middle,Удалённо (Россия),Удалённо,Крупная (1000+),"Excel, Git, Power BI, Python, SQL, Tableau",92000,112000,RUB
105006,2025-07-24,Frontend Developer,Senior,Удалённо (Россия),Офис,Крупная (1000+),"CSS, Git, HTML, React",125000,163000,RUB
101749,2025-07-24,Mobile Developer,Middle,Москва,Гибрид,Стартап (<50),"Git, Kotlin, REST API, SQL, Swift",106000,131000,RUB
101003,2025-07-24,ML Engineer,Middle,Удалённо (Россия),Удалённо,Средняя (250-1000),"Git, Kubernetes, MLflow, PyTorch, TensorFlow",123000,157000,RUB
105857,2025-07-24,Frontend Developer,Middle,Москва,Гибрид,Средняя (250-1000),"CSS, Git, JavaScript, React, TypeScript",83000,106000,RUB
104759,2025-07-24,DevOps Engineer,Middle,Москва,Гибрид,Крупная (1000+),"AWS, CI/CD, Docker, Git, Kubernetes, Linux",143000,165000,RUB
104897,2025-07-24,Data Analyst,Senior,Москва,Офис,Стартап (<50),"Excel, Git, Power BI, Python, SQL, Tableau",118000,158000,RUB
102061,2025-07-25,Full-stack Developer,Junior,Новосибирск,Удалённо,Средняя (250-1000),"Docker, Git, React, SQL",39000,52000,RUB
105359,2025-07-25,Backend Developer,Junior,Москва,Удалённо,Крупная (1000+),"Git, Java, Kubernetes, PostgreSQL",82000,106000,RUB
104514,2025-07-25,Backend Developer,Senior,Нижний Новгород,Гибрид,Средняя (250-1000),"Git, Kubernetes, PostgreSQL, Python, REST API",103000,131000,RUB
103067,2025-07-25,Product Manager,Senior,Удалённо (Россия),Гибрид,Малая (50-250),"Agile, Git, SQL",177000,235000,RUB
101173,2025-07-25,ML Engineer,Lead,Москва,Удалённо,Стартап (<50),"Docker, Git, Kubernetes, Python, TensorFlow",258000,338000,RUB
104960,2025-07-25,Frontend Developer,Senior,Москва,Офис,Средняя (250-1000),"CSS, Git, HTML, JavaScript, React, TypeScript",137000,176000,RUB
104199,2025-07-26,Frontend Developer,Middle,Удалённо (Россия),Гибрид,Крупная (1000+),"Git, HTML, JavaScript, React, TypeScript",118000,150000,RUB
102683,2025-07-26,DevOps Engineer,Middle,Краснодар,Гибрид,Малая (50-250),"AWS, CI/CD, Docker, Git, Kubernetes",92000,123000,RUB
100620,2025-07-26,Backend Developer,Lead,Казань,Гибрид,Крупная (1000+),"Docker, Git, Java, Kubernetes, Python, REST API, SQL",142000,186000,RUB
101120,2025-07-26,Data Scientist,Middle,Санкт-Петербург,Гибрид,Стартап (<50),"Docker, Git, SQL, Statistics",101000,132000,RUB
105591,2025-07-26,Frontend Developer,Senior,Москва,Удалённо,Стартап (<50),"Git, HTML, JavaScript, React, TypeScript",157000,202000,RUB
103267,2025-07-26,System Analyst,Middle,Санкт-Петербург,Офис,Стартап (<50),"BPMN, Confluence, Git, Jira, SQL, UML",68000,87000,RUB
104837,2025-07-26,Data Analyst,Middle,Казань,Гибрид,Крупная (1000+),"Excel, Git, Power BI, Python, SQL, Tableau",57000,68000,RUB
101939,2025-07-26,Product Manager,Middle,Москва,Удалённо,Средняя (250-1000),"Agile, Confluence, Git",124000,163000,RUB
103559,2025-07-26,System Analyst,Middle,Екатеринбург,Удалённо,Средняя (250-1000),"Confluence, Git, SQL",64000,79000,RUB
103648,2025-07-27,Full-stack Developer,Junior,Москва,Удалённо,Стартап (<50),"Docker, Git, JavaScript, Node.js, SQL",54000,66000,RUB
100337,2025-07-27,Frontend Developer,Lead,Санкт-Петербург,Офис,Стартап (<50),"CSS, HTML, React",155000,179000,RUB
101386,2025-07-27,Full-stack Developer,Middle,Москва,Гибрид,Стартап (<50),"Docker, Git, Node.js, SQL",85000,114000,RUB
104546,2025-07-27,Mobile Developer,Middle,Москва,Офис,Малая (50-250),"Git, Kotlin, REST API, SQL, Swift",103000,133000,RUB
104953,2025-07-27,ML Engineer,Lead,Екатеринбург,Офис,Крупная (1000+),"Git, Kubernetes, PyTorch, Python, TensorFlow",191000,227000,RUB
104460,2025-07-28,Data Engineer,Middle,Екатеринбург,Офис,Малая (50-250),"Airflow, ClickHouse, Git, Kafka, Python, SQL, Spark",78000,100000,RUB
100062,2025-07-28,DevOps Engineer,Senior,Москва,Офис,Средняя (250-1000),"AWS, Git, Linux, Terraform",239000,321000,RUB
105609,2025-07-28,System Analyst,Middle,Санкт-Петербург,Удалённо,Крупная (1000+),"BPMN, Confluence, Git, UML",101000,122000,RUB
105233,2025-07-28,Data Scientist,Middle,Москва,Офис,Малая (50-250),"Git, Pandas, PyTorch, Scikit-learn, Statistics",132000,161000,RUB
102598,2025-07-28,Backend Developer,Senior,Екатеринбург,Офис,Средняя (250-1000),"Git, Java, Kubernetes, PostgreSQL, REST API",99000,119000,RUB
104399,2025-07-28,Data Scientist,Middle,Москва,Удалённо,Малая (50-250),"Docker, Git, PyTorch, Statistics",126000,159000,RUB
101774,2025-07-29,Product Manager,Senior,Санкт-Петербург,Гибрид,Средняя (250-1000),"Analytics, Confluence, Git, Jira, SQL",175000,202000,RUB
105163,2025-07-29,Data Engineer,Middle,Москва,Удалённо,Крупная (1000+),"Airflow, Git, Kafka, SQL, Spark",161000,211000,RUB
104616,2025-07-29,Frontend Developer,Senior,Москва,Гибрид,Крупная (1000+),"CSS, Git, HTML, JavaScript, React",187000,230000,RUB
102611,2025-07-29,Data Engineer,Junior,Москва,Офис,Крупная (1000+),"Airflow, ClickHouse, Docker, Git, Kafka, Python",72000,94000,RUB
100901,2025-07-29,DevOps Engineer,Lead,Удалённо (Россия),Гибрид,Средняя (250-1000),"AWS, Git, Linux, Terraform",235000,277000,RUB
101279,2025-07-29,Data Engineer,Middle,Удалённо (Россия),Офис,Крупная (1000+),"Airflow, ClickHouse, Git, Kafka, Spark",128000,169000,RUB
103121,2025-07-29,Frontend Developer,Junior,Казань,Удалённо,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",38000,48000,RUB
103564,2025-07-30,Data Scientist,Middle,Казань,Гибрид,Малая (50-250),"Docker, Git, Pandas, Python, SQL, Statistics",69000,92000,RUB
103873,2025-07-30,Product Manager,Middle,Новосибирск,Гибрид,Малая (50-250),"Agile, Analytics, Confluence, Git, Jira, SQL",65000,81000,RUB
105244,2025-07-30,DevOps Engineer,Senior,Удалённо (Россия),Гибрид,Стартап (<50),"AWS, CI/CD, Git, Terraform",164000,206000,RUB
105782,2025-07-31,DevOps Engineer,Junior,Санкт-Петербург,Офис,Малая (50-250),"CI/CD, Docker, Git",45000,58000,RUB
101945,2025-07-31,Mobile Developer,Middle,Краснодар,Офис,Крупная (1000+),"Git, Kotlin, REST API, SQL, Swift",43000,57000,RUB
105740,2025-07-31,Data Engineer,Senior,Нижний Новгород,Удалённо,Малая (50-250),"ClickHouse, Git, Python, Spark",111000,146000,RUB
101038,2025-07-31,Mobile Developer,Junior,Санкт-Петербург,Гибрид,Средняя (250-1000),"Git, Kotlin, REST API, SQL, Swift",53000,63000,RUB
102042,2025-07-31,Backend Developer,Middle,Санкт-Петербург,Офис,Малая (50-250),"Git, Kubernetes, PostgreSQL, Python, SQL",71000,85000,RUB
103916,2025-08-01,Backend Developer,Senior,Санкт-Петербург,Гибрид,Малая (50-250),"Git, Java, PostgreSQL, Python, REST API, SQL",166000,211000,RUB
101861,2025-08-01,Frontend Developer,Senior,Новосибирск,Офис,Крупная (1000+),"Git, HTML, JavaScript, React, TypeScript",102000,138000,RUB
104361,2025-08-01,Backend Developer,Middle,Москва,Удалённо,Малая (50-250),"Git, Kubernetes, PostgreSQL, REST API, SQL",150000,184000,RUB
103444,2025-08-02,QA Engineer,Senior,Удалённо (Россия),Офис,Крупная (1000+),"Git, Postman, Python, Selenium",130000,164000,RUB
104593,2025-08-02,Full-stack Developer,Senior,Новосибирск,Гибрид,Средняя (250-1000),"Docker, Git, JavaScript, SQL",98000,126000,RUB
103995,2025-08-02,DevOps Engineer,Senior,Екатеринбург,Офис,Стартап (<50),"CI/CD, Docker, Git, Kubernetes, Linux, Terraform",109000,127000,RUB
104085,2025-08-02,QA Engineer,Senior,Москва,Офис,Средняя (250-1000),"Git, Manual Testing, Python, Selenium",141000,180000,RUB
100880,2025-08-02,Product Manager,Middle,Краснодар,Офис,Малая (50-250),"Analytics, Git, SQL",63000,80000,RUB
102237,2025-08-02,Data Engineer,Middle,Краснодар,Удалённо,Крупная (1000+),"Docker, Git, Python, SQL",65000,75000,RUB
100160,2025-08-02,Backend Developer,Junior,Москва,Офис,Средняя (250-1000),"Docker, Git, Java, Kubernetes, Python, REST API",68000,84000,RUB
105434,2025-08-02,Data Engineer,Middle,Москва,Гибрид,Стартап (<50),"Airflow, ClickHouse, Git",117000,143000,RUB
101812,2025-08-02,Backend Developer,Middle,Краснодар,Гибрид,Стартап (<50),"Git, PostgreSQL, Python, REST API",69000,88000,RUB
101056,2025-08-02,Product Manager,Junior,Санкт-Петербург,Удалённо,Крупная (1000+),"Analytics, Confluence, Git, Jira, SQL",63000,76000,RUB
105345,2025-08-03,Frontend Developer,Middle,Краснодар,Офис,Крупная (1000+),"CSS, Git, JavaScript",42000,53000,RUB
101292,2025-08-03,Backend Developer,Middle,Удалённо (Россия),Офис,Крупная (1000+),"Git, Java, Kubernetes, PostgreSQL, REST API, SQL",128000,157000,RUB
101811,2025-08-03,Data Analyst,Junior,Москва,Удалённо,Стартап (<50),"Excel, Git, Power BI, SQL, Tableau",52000,65000,RUB
105752,2025-08-03,Data Analyst,Junior,Краснодар,Офис,Крупная (1000+),"Excel, Git, SQL, Tableau",34000,46000,RUB
103414,2025-08-03,Mobile Developer,Middle,Москва,Удалённо,Средняя (250-1000),"Kotlin, REST API, Swift",110000,135000,RUB
103258,2025-08-03,Full-stack Developer,Senior,Краснодар,Удалённо,Стартап (<50),"Git, JavaScript, React, SQL",106000,139000,RUB
101172,2025-08-04,Full-stack Developer,Senior,Москва,Офис,Средняя (250-1000),"Docker, Git, JavaScript, Node.js, React, SQL",172000,231000,RUB
102487,2025-08-04,Frontend Developer,Junior,Казань,Удалённо,Крупная (1000+),"CSS, Git, HTML, JavaScript, TypeScript",37000,43000,RUB
102819,2025-08-04,Full-stack Developer,Senior,Нижний Новгород,Гибрид,Малая (50-250),"Docker, JavaScript, React, SQL",63000,82000,RUB
100228,2025-08-04,Data Analyst,Lead,Москва,Удалённо,Средняя (250-1000),"Excel, Git, Power BI, Python, SQL, Tableau",227000,306000,RUB
105333,2025-08-04,DevOps Engineer,Junior,Москва,Удалённо,Стартап (<50),"AWS, CI/CD, Git, Linux, Terraform",50000,64000,RUB
101737,2025-08-04,Data Analyst,Junior,Новосибирск,Удалённо,Средняя (250-1000),"Git, Power BI, SQL, Tableau",32000,42000,RUB
100070,2025-08-05,Backend Developer,Senior,Санкт-Петербург,Удалённо,Стартап (<50),"Git, Java, Kubernetes, PostgreSQL, Python, REST API",155000,186000,RUB
103624,2025-08-05,Backend Developer,Junior,Санкт-Петербург,Гибрид,Стартап (<50),"Docker, Git, Java, PostgreSQL, Python",49000,60000,RUB
103265,2025-08-05,Backend Developer,Middle,Удалённо (Россия),Гибрид,Крупная (1000+),"Git, Kubernetes, PostgreSQL, SQL",98000,120000,RUB
100723,2025-08-05,DevOps Engineer,Senior,Санкт-Петербург,Офис,Средняя (250-1000),"CI/CD, Docker, Git, Terraform",133000,174000,RUB
100829,2025-08-05,Frontend Developer,Junior,Екатеринбург,Гибрид,Стартап (<50),"CSS, Git, JavaScript, React, TypeScript",30000,36000,RUB
105903,2025-08-05,Data Analyst,Middle,Екатеринбург,Гибрид,Малая (50-250),"Excel, Git, SQL, Tableau",58000,73000,RUB
105420,2025-08-05,Data Analyst,Middle,Новосибирск,Гибрид,Стартап (<50),"Excel, Git, Power BI, Tableau",66000,83000,RUB
105241,2025-08-05,Data Scientist,Senior,Екатеринбург,Гибрид,Малая (50-250),"Git, PyTorch, Python, SQL, Scikit-learn, Statistics",123000,151000,RUB
101318,2025-08-05,Product Manager,Middle,Москва,Гибрид,Стартап (<50),"Analytics, Confluence, Git, Jira",110000,137000,RUB
101776,2025-08-06,Frontend Developer,Lead,Казань,Гибрид,Малая (50-250),"Git, JavaScript, React, TypeScript",115000,152000,RUB
101054,2025-08-06,Frontend Developer,Junior,Краснодар,Удалённо,Стартап (<50),"CSS, Git, HTML, JavaScript, React, TypeScript",30000,39000,RUB
102081,2025-08-06,Data Analyst,Senior,Санкт-Петербург,Гибрид,Крупная (1000+),"Excel, Git, Python, SQL",140000,169000,RUB
105590,2025-08-06,Mobile Developer,Junior,Екатеринбург,Удалённо,Стартап (<50),"Git, SQL, Swift",30000,35000,RUB
103010,2025-08-06,System Analyst,Junior,Екатеринбург,Гибрид,Средняя (250-1000),"BPMN, Confluence, Git, Jira, SQL, UML",34000,45000,RUB
100781,2025-08-06,System Analyst,Junior,Удалённо (Россия),Удалённо,Малая (50-250),"BPMN, Confluence, Git, Jira, SQL, UML",44000,57000,RUB
102814,2025-08-06,Frontend Developer,Senior,Удалённо (Россия),Удалённо,Стартап (<50),"CSS, Git, HTML, JavaScript, React, TypeScript",145000,188000,RUB
104542,2025-08-07,Mobile Developer,Middle,Удалённо (Россия),Гибрид,Стартап (<50),"Git, REST API, SQL",66000,82000,RUB
102099,2025-08-07,Data Engineer,Senior,Удалённо (Россия),Гибрид,Стартап (<50),"Airflow, ClickHouse, Git, Kafka, Python, Spark",168000,224000,RUB
103923,2025-08-07,Mobile Developer,Middle,Санкт-Петербург,Гибрид,Средняя (250-1000),"Git, Kotlin, REST API, SQL, Swift",81000,96000,RUB
104110,2025-08-07,Data Analyst,Junior,Москва,Гибрид,Крупная (1000+),"Excel, Git, Power BI, Python, SQL, Tableau",47000,58000,RUB
100439,2025-08-07,QA Engineer,Senior,Нижний Новгород,Офис,Средняя (250-1000),"Git, Manual Testing, Postman, Python, SQL, Selenium",80000,97000,RUB
100780,2025-08-07,Backend Developer,Middle,Удалённо (Россия),Удалённо,Средняя (250-1000),"Git, Java, SQL",97000,125000,RUB
103343,2025-08-08,DevOps Engineer,Middle,Казань,Удалённо,Малая (50-250),"AWS, Git, Linux, Terraform",75000,95000,RUB
103520,2025-08-08,Backend Developer,Middle,Москва,Офис,Стартап (<50),"Git, PostgreSQL, REST API",91000,121000,RUB
103068,2025-08-08,Mobile Developer,Junior,Нижний Новгород,Удалённо,Малая (50-250),"Git, Kotlin, SQL, Swift",32000,39000,RUB
103806,2025-08-08,QA Engineer,Senior,Краснодар,Офис,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL, Selenium",68000,82000,RUB
101617,2025-08-08,QA Engineer,Senior,Удалённо (Россия),Офис,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL, Selenium",72000,84000,RUB
100425,2025-08-08,DevOps Engineer,Junior,Екатеринбург,Гибрид,Средняя (250-1000),"AWS, CI/CD, Docker, Git, Linux, Terraform",30000,39000,RUB
103821,2025-08-08,Full-stack Developer,Senior,Краснодар,Офис,Средняя (250-1000),"Docker, Git, JavaScript, Node.js, React, SQL",108000,127000,RUB
103194,2025-08-09,Frontend Developer,Senior,Санкт-Петербург,Офис,Стартап (<50),"CSS, React, TypeScript",109000,134000,RUB
101155,2025-08-09,Full-stack Developer,Junior,Удалённо (Россия),Офис,Стартап (<50),"Git, JavaScript, Node.js",42000,50000,RUB
103856,2025-08-09,QA Engineer,Lead,Москва,Гибрид,Средняя (250-1000),"Git, Manual Testing, Postman, SQL",190000,243000,RUB
103275,2025-08-09,Data Analyst,Middle,Санкт-Петербург,Офис,Малая (50-250),"Excel, Git, Python, SQL, Tableau",69000,89000,RUB
102107,2025-08-09,Data Analyst,Senior,Москва,Гибрид,Малая (50-250),"Excel, Git, Power BI, SQL, Tableau",164000,192000,RUB
102526,2025-08-09,Data Engineer,Junior,Москва,Офис,Малая (50-250),"Docker, Git, Kafka, Python, SQL",56000,67000,RUB
102978,2025-08-10,ML Engineer,Middle,Казань,Гибрид,Малая (50-250),"Docker, Kubernetes, MLflow, PyTorch, Python, TensorFlow",97000,122000,RUB
105556,2025-08-10,Data Analyst,Senior,Москва,Удалённо,Крупная (1000+),"Excel, Git, Power BI, Python, SQL, Tableau",173000,216000,RUB
104433,2025-08-10,Full-stack Developer,Middle,Москва,Гибрид,Стартап (<50),"Git, React, SQL",110000,133000,RUB
100614,2025-08-11,System Analyst,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Git, Jira, SQL, UML",48000,58000,RUB
104825,2025-08-11,Mobile Developer,Senior,Удалённо (Россия),Удалённо,Стартап (<50),"Git, Kotlin, REST API, SQL, Swift",134000,155000,RUB
102864,2025-08-11,Data Analyst,Senior,Удалённо (Россия),Гибрид,Крупная (1000+),"Excel, Git, Power BI, Python, Tableau",133000,160000,RUB
104367,2025-08-11,Full-stack Developer,Lead,Казань,Удалённо,Стартап (<50),"Git, JavaScript, Node.js",198000,243000,RUB
101563,2025-08-11,Data Analyst,Junior,Москва,Удалённо,Стартап (<50),"Git, Python, SQL",37000,48000,RUB
101807,2025-08-11,ML Engineer,Middle,Санкт-Петербург,Гибрид,Крупная (1000+),"Git, MLflow, TensorFlow",108000,137000,RUB
101669,2025-08-12,Frontend Developer,Junior,Москва,Офис,Крупная (1000+),"CSS, Git, HTML, JavaScript",70000,84000,RUB
103292,2025-08-12,Data Engineer,Middle,Екатеринбург,Удалённо,Крупная (1000+),"ClickHouse, Git, Python, SQL, Spark",95000,116000,RUB
103783,2025-08-12,Backend Developer,Lead,Москва,Гибрид,Малая (50-250),"Git, Kubernetes, Python, REST API",226000,277000,RUB
102883,2025-08-12,DevOps Engineer,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"AWS, CI/CD, Docker, Git",68000,86000,RUB
104553,2025-08-12,Data Engineer,Senior,Москва,Удалённо,Малая (50-250),"Airflow, Git, SQL",185000,246000,RUB
100342,2025-08-13,QA Engineer,Middle,Москва,Удалённо,Малая (50-250),"Git, Postman, Python, SQL, Selenium",80000,93000,RUB
105439,2025-08-13,Frontend Developer,Senior,Москва,Офис,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",171000,206000,RUB
103525,2025-08-13,Full-stack Developer,Junior,Москва,Удалённо,Крупная (1000+),"Docker, Git, JavaScript, Node.js, React",83000,97000,RUB
105891,2025-08-13,Data Analyst,Junior,Новосибирск,Гибрид,Малая (50-250),"Excel, Git, Power BI, Python, SQL",32000,40000,RUB
102492,2025-08-13,Data Scientist,Senior,Екатеринбург,Офис,Малая (50-250),"Docker, Git, Pandas, PyTorch, Scikit-learn",101000,132000,RUB
100510,2025-08-13,Backend Developer,Senior,Краснодар,Гибрид,Стартап (<50),"Docker, Git, Java, REST API, SQL",111000,143000,RUB
101864,2025-08-13,Data Analyst,Middle,Санкт-Петербург,Офис,Стартап (<50),"Excel, Git, Power BI, Python, SQL, Tableau",60000,76000,RUB
105449,2025-08-13,Frontend Developer,Junior,Новосибирск,Офис,Стартап (<50),"Git, HTML, React, TypeScript",30000,36000,RUB
101106,2025-08-13,Backend Developer,Junior,Санкт-Петербург,Гибрид,Малая (50-250),"Docker, Git, Java, PostgreSQL, Python",56000,67000,RUB
105311,2025-08-13,ML Engineer,Middle,Удалённо (Россия),Офис,Крупная (1000+),"Docker, Git, Kubernetes, MLflow, PyTorch, Python, TensorFlow",151000,194000,RUB
103116,2025-08-13,Product Manager,Junior,Удалённо (Россия),Удалённо,Крупная (1000+),"Agile, Analytics, Git, SQL",83000,96000,RUB
105764,2025-08-13,DevOps Engineer,Middle,Удалённо (Россия),Гибрид,Малая (50-250),"AWS, CI/CD, Git, Kubernetes, Terraform",113000,139000,RUB
103187,2025-08-14,Backend Developer,Junior,Москва,Удалённо,Малая (50-250),"Git, Kubernetes, SQL",69000,85000,RUB
102771,2025-08-14,Backend Developer,Middle,Москва,Удалённо,Средняя (250-1000),"Docker, Git, Java, Kubernetes, REST API, SQL",118000,141000,RUB
105140,2025-08-14,ML Engineer,Middle,Москва,Офис,Малая (50-250),"Docker, Git, MLflow, PyTorch, Python",120000,155000,RUB
105278,2025-08-14,Mobile Developer,Middle,Москва,Гибрид,Средняя (250-1000),"Git, SQL, Swift",122000,159000,RUB
100982,2025-08-14,Frontend Developer,Middle,Екатеринбург,Гибрид,Средняя (250-1000),"CSS, Git, React, TypeScript",79000,102000,RUB
101771,2025-08-15,Data Analyst,Middle,Краснодар,Офис,Крупная (1000+),"Excel, Git, Power BI, SQL",56000,69000,RUB
101126,2025-08-15,Data Analyst,Middle,Удалённо (Россия),Гибрид,Средняя (250-1000),"Excel, Git, SQL",91000,119000,RUB
105532,2025-08-15,Mobile Developer,Junior,Казань,Офис,Малая (50-250),"Git, Kotlin, REST API, SQL, Swift",40000,54000,RUB
103153,2025-08-15,ML Engineer,Middle,Санкт-Петербург,Офис,Малая (50-250),"Docker, Git, MLflow, Python, TensorFlow",114000,146000,RUB
105120,2025-08-15,Backend Developer,Senior,Москва,Гибрид,Стартап (<50),"Git, PostgreSQL, REST API, SQL",163000,219000,RUB
100979,2025-08-15,QA Engineer,Junior,Екатеринбург,Офис,Малая (50-250),"Git, Manual Testing, Python, SQL, Selenium",30000,37000,RUB
103782,2025-08-15,Data Scientist,Junior,Москва,Гибрид,Стартап (<50),"Git, PyTorch, Scikit-learn, Statistics",64000,81000,RUB
104921,2025-08-15,Mobile Developer,Junior,Москва,Гибрид,Малая (50-250),"Git, Kotlin, REST API, SQL, Swift",59000,74000,RUB
102980,2025-08-16,Product Manager,Senior,Удалённо (Россия),Гибрид,Малая (50-250),"Agile, Git, Jira, SQL",161000,205000,RUB
105495,2025-08-16,System Analyst,Junior,Москва,Удалённо,Стартап (<50),"Confluence, Git, Jira, SQL, UML",58000,73000,RUB
101029,2025-08-16,Frontend Developer,Senior,Москва,Удалённо,Стартап (<50),"Git, JavaScript, React, TypeScript",111000,131000,RUB
105875,2025-08-16,Data Engineer,Junior,Москва,Удалённо,Малая (50-250),"Airflow, Docker, Git, Kafka, Spark",72000,93000,RUB
105268,2025-08-17,QA Engineer,Junior,Краснодар,Удалённо,Стартап (<50),"Git, Manual Testing, Python, SQL",30000,38000,RUB
104077,2025-08-17,Frontend Developer,Lead,Москва,Удалённо,Малая (50-250),"CSS, Git, JavaScript, TypeScript",205000,275000,RUB
104214,2025-08-17,Backend Developer,Middle,Москва,Удалённо,Крупная (1000+),"Git, Java, PostgreSQL, Python, REST API",133000,159000,RUB
105231,2025-08-17,Data Analyst,Lead,Краснодар,Офис,Средняя (250-1000),"Git, Power BI, Python, SQL, Tableau",79000,91000,RUB
101718,2025-08-17,Data Scientist,Junior,Удалённо (Россия),Офис,Средняя (250-1000),"Docker, Git, Pandas, SQL, Scikit-learn",59000,74000,RUB
105895,2025-08-18,Data Analyst,Middle,Санкт-Петербург,Офис,Крупная (1000+),"Excel, Git, Power BI, SQL, Tableau",91000,119000,RUB
103825,2025-08-18,Frontend Developer,Senior,Москва,Удалённо,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",195000,258000,RUB
100037,2025-08-18,Full-stack Developer,Senior,Екатеринбург,Гибрид,Средняя (250-1000),"Docker, Git, JavaScript, React, SQL",117000,156000,RUB
102067,2025-08-18,Mobile Developer,Middle,Санкт-Петербург,Офис,Стартап (<50),"Git, Kotlin, REST API, Swift",80000,96000,RUB
104350,2025-08-18,DevOps Engineer,Junior,Новосибирск,Удалённо,Малая (50-250),"AWS, CI/CD, Kubernetes, Linux, Terraform",47000,61000,RUB
104221,2025-08-18,Mobile Developer,Junior,Санкт-Петербург,Удалённо,Малая (50-250),"Git, REST API, SQL",61000,78000,RUB
102790,2025-08-18,Frontend Developer,Middle,Екатеринбург,Гибрид,Средняя (250-1000),"CSS, Git, HTML, JavaScript, TypeScript",46000,55000,RUB
101934,2025-08-18,Frontend Developer,Senior,Екатеринбург,Гибрид,Малая (50-250),"CSS, Git, React, TypeScript",85000,98000,RUB
102956,2025-08-19,System Analyst,Lead,Удалённо (Россия),Гибрид,Средняя (250-1000),"BPMN, Confluence, SQL, UML",168000,211000,RUB
101435,2025-08-19,Frontend Developer,Middle,Казань,Удалённо,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",56000,75000,RUB
105833,2025-08-19,Frontend Developer,Middle,Екатеринбург,Офис,Малая (50-250),"CSS, Git, React, TypeScript",63000,76000,RUB
104864,2025-08-19,Frontend Developer,Senior,Удалённо (Россия),Удалённо,Малая (50-250),"Git, HTML, JavaScript, React, TypeScript",123000,165000,RUB
102091,2025-08-20,Full-stack Developer,Middle,Удалённо (Россия),Удалённо,Стартап (<50),"Docker, Git, JavaScript, Node.js, React, SQL",104000,138000,RUB
101625,2025-08-20,Backend Developer,Middle,Краснодар,Гибрид,Средняя (250-1000),"Docker, Git, Java, PostgreSQL, REST API",65000,78000,RUB
103469,2025-08-20,Mobile Developer,Senior,Санкт-Петербург,Гибрид,Средняя (250-1000),"Git, Kotlin, REST API, SQL",132000,168000,RUB
100551,2025-08-20,Data Engineer,Lead,Казань,Гибрид,Стартап (<50),"Airflow, ClickHouse, Docker, Git, Kafka, SQL",121000,158000,RUB
102280,2025-08-20,Full-stack Developer,Junior,Москва,Офис,Средняя (250-1000),"Docker, Git, JavaScript, Node.js",48000,60000,RUB
104148,2025-08-20,System Analyst,Junior,Санкт-Петербург,Удалённо,Малая (50-250),"BPMN, Confluence, Git, Jira, SQL, UML",47000,62000,RUB
101272,2025-08-20,Data Analyst,Junior,Москва,Гибрид,Средняя (250-1000),"Git, Power BI, Python, SQL, Tableau",48000,63000,RUB
100126,2025-08-20,ML Engineer,Middle,Нижний Новгород,Удалённо,Малая (50-250),"Docker, Git, Kubernetes, MLflow, PyTorch, Python",79000,100000,RUB
104719,2025-08-20,Full-stack Developer,Senior,Удалённо (Россия),Удалённо,Стартап (<50),"Docker, Git, JavaScript, Node.js, React, SQL",142000,189000,RUB
103919,2025-08-20,Data Engineer,Junior,Новосибирск,Гибрид,Крупная (1000+),"Python, SQL, Spark",49000,57000,RUB
101580,2025-08-20,ML Engineer,Middle,Санкт-Петербург,Гибрид,Крупная (1000+),"Docker, Git, Kubernetes, Python, TensorFlow",138000,183000,RUB
103990,2025-08-20,Frontend Developer,Junior,Удалённо (Россия),Гибрид,Крупная (1000+),"CSS, Git, HTML, JavaScript, React, TypeScript",42000,53000,RUB
105399,2025-08-20,Data Engineer,Junior,Санкт-Петербург,Удалённо,Средняя (250-1000),"ClickHouse, Docker, Git, Kafka, Python",68000,78000,RUB
105131,2025-08-21,Data Analyst,Senior,Москва,Гибрид,Крупная (1000+),"Excel, Git, Python, SQL, Tableau",169000,210000,RUB
105205,2025-08-21,System Analyst,Senior,Москва,Гибрид,Средняя (250-1000),"BPMN, Confluence, Git, Jira, SQL, UML",164000,200000,RUB
102761,2025-08-21,DevOps Engineer,Junior,Удалённо (Россия),Гибрид,Малая (50-250),"AWS, CI/CD, Git",74000,100000,RUB
100845,2025-08-21,ML Engineer,Junior,Новосибирск,Гибрид,Малая (50-250),"Docker, Git, Kubernetes, MLflow, PyTorch, Python",41000,48000,RUB
102888,2025-08-21,Data Analyst,Middle,Санкт-Петербург,Гибрид,Средняя (250-1000),"Excel, Git, Python, Tableau",88000,113000,RUB
